#Parameters = {Screw_L=1.5e-08}
#"Frequency / Hz"	"Z5,5 [SPara1] [Magnitude / Ohm]"
#--------------------------------------------------
60498.796855870	142.79813499454
61205.788240546	140.87207146962
61921.041555111	138.97838691908
62644.653348812	137.11663592002
63376.721299173	135.28585573062
64117.344225184	133.48532974825
64866.622100635	131.71409931504
65624.656067615	129.97183886847
66391.548450164	128.25784845816
67167.402768083	126.57147396246
67952.323750912	124.91183979285
68746.417352063	123.27867128235
69549.790763125	121.67106797986
70362.552428331	120.08944618866
71184.812059199	118.53168995490
72016.680649338	116.99798431768
72858.270489436	115.48813447692
73709.695182412	114.00136655498
74571.069658754	112.53734728330
75442.510192033	111.09489566447
76324.134414596	109.67487185351
77216.061333449	108.27580577467
78118.411346316	106.89772760346
79031.306257896	105.53974689480
79954.869296300	104.20179911728
80889.225129690	102.88392396931
81834.499883105	101.58494616008
82790.821155484	100.30493052377
83758.318036895	99.043516004652
84737.121125956	97.799779516759
85727.362547468	96.574340094403
86729.175970244	95.366373287008
87742.696625160	94.175466555652
88768.061323404	93.001428528818
89805.408474944	91.843359328846
90854.878107213	90.702103428764
91916.611884012	89.576760498651
92990.753124629	88.467472524179
94077.446823187	87.372677765129
95176.839668218	86.293335482889
96289.080062459	85.229046790754
97414.318142891	84.179340839092
98552.705800999	83.144259877444
99704.396703279	82.122560604979
100869.54631198	81.114950006522
102048.31190609	80.120817685641
103240.85260256	79.140634111451
104447.32937780	78.173186671993
105667.90508939	77.218641482553
106902.74449806	76.277135355818
108152.01428996	75.348313177267
109415.88309913	74.430989843060
110694.52153028	73.526867616236
111988.10218179	72.633728762145
113296.79966907	71.752541118945
114620.79064807	70.883033948690
115960.25383915	70.025159390299
117315.37005120	69.177962946116
118686.32220606	68.342108698899
120073.29536321	67.517313187740
121476.47674471	66.702911120253
122896.05576053	65.898992242726
124332.22403410	65.105649885875
125785.17542814	64.322033341312
127255.10607089	63.549135298431
128742.21438252	62.785515693826
130246.70110197	62.031846687024
131768.76931402	61.287790816407
133308.62447670	60.553208377882
134866.47444903	59.828370605297
136442.52951909	59.111909489550
138037.00243238	58.404529495229
139650.10842057	57.706493411360
141282.06523051	57.017387131263
142933.09315368	56.336501119751
144603.41505587	55.664202885235
146293.25640731	55.000413347148
148002.84531306	54.344951290059
149732.41254385	53.697776260324
151482.19156718	53.058437580148
153252.41857888	52.427341161531
155043.33253498	51.804288257140
156855.17518393	51.188321928616
158688.19109929	50.580218220708
160542.62771270	49.978899382258
162418.73534731	49.385636036624
164316.76725155	48.799564514340
166236.97963332	48.220743574521
168179.63169457	47.649118150407
170144.98566631	47.084384850904
172133.30684397	46.526797143412
174144.86362326	45.975125387444
176179.92753636	45.431181497905
178238.77328858	44.893897360646
180321.67879545	44.362871164602
182428.92522024	43.838174484679
184560.79701190	43.320410715130
186717.58194346	42.807909884820
188899.57115089	42.302060139521
191107.05917236	41.803285651278
193340.34398804	41.308964234130
195599.72706033	40.821350494246
197885.51337449	40.338881691342
200198.01147989	39.863106473437
202537.53353159	39.392679113660
204904.39533252	38.928510275304
207298.91637609	38.468953201333
209721.41988934	38.015395242698
212172.23287653	37.566899146445
214651.68616332	37.124327617032
217160.11444141	36.686610197165
219697.85631371	36.255146555621
222265.25434008	35.827788301933
224862.65508353	35.405478667886
227490.40915703	34.989162226139
230148.87127080	34.576950452028
232838.40028026	34.169617809826
235559.35923441	33.767369394726
238312.11542484	33.370064658209
241097.04043534	32.976947144136
243914.51019205	32.588341297791
246764.90501418	32.205424108754
249648.60966538	31.826085169813
252566.01340566	31.451870921007
255517.51004393	31.081567977912
258503.49799119	30.716045757821
261524.38031425	30.354140274603
264580.56479020	29.996539842506
267672.46396144	29.644270566202
270800.49519132	29.294876721925
273965.08072056	28.950151403497
277166.64772416	28.608858043119
280405.62836914	28.272687154366
283682.45987281	27.939807257105
286997.58456184	27.611382304914
290351.44993195	27.285028440575
293744.50870829	26.964446766876
297177.21890660	26.646311284379
300650.04389500	26.332612564171
304163.45245654	26.022573266088
307717.91885249	25.715945440968
311313.92288638	25.411770748941
314951.94996872	25.113302463285
318632.49118254	24.816615711469
322356.04334971	24.523662271885
326123.10909797	24.234345192049
329934.19692877	23.948548030905
333789.82128597	23.665347349584
337690.50262520	23.385843856193
341636.76748418	23.109221454977
345629.14855376	22.834580484433
349668.18474985	22.566536049546
353754.42128613	22.297714181925
357888.40974768	22.032816422387
362070.70816545	21.774611040986
366301.88109152	21.513889199973
370582.49967538	21.259609007183
374913.14174098	21.006848851520
379294.39186475	20.760441344973
383726.84145450	20.513872890997
388211.08882926	20.272474522124
392747.73930004	20.032039497390
397337.40525154	19.800390499679
401980.70622481	19.570047143771
406678.26900087	19.347017411261
411430.72768535	19.122986362432
416238.72379406	18.902410017222
421102.90633957	18.684462469023
426023.93191887	18.465855171353
431002.46480192	18.248787321469
436039.17702142	18.033189917985
441134.74846344	17.819318369128
446289.86695923	17.607789268278
451505.22837807	17.397942459166
456781.53672119	17.190252224319
462119.50421682	16.985233845563
467519.85141629	16.782577639373
472983.30729135	16.582190203004
478510.60933253	16.384042776166
484102.50364871	16.188258873722
489759.74506782	15.994682364052
495483.09723876	15.803364560303
501273.33273443	15.614264645583
507131.23315608	15.427312694398
513057.58923875	15.242520433083
519053.20095808	15.059815904304
525118.87763823	14.879236507473
531255.43806117	14.700697095620
537463.71057717	14.524198303289
543744.53321665	14.349724784370
550098.75380330	14.177207672143
556527.23006848	14.006626231607
563030.82976705	13.838003840059
569610.43079450	13.671270482051
576266.92130542	13.506423064234
583001.19983342	13.343407507281
589814.17541242	13.182258650493
596706.76769934	13.022929365788
603679.90709823	12.865297100898
610734.53488590	12.709456612505
617871.60333897	12.555396324764
625092.07586237	12.403004456813
632396.92711944	12.252373700991
639787.14316347	12.103381971905
647263.72157081	11.956063708491
654827.67157554	11.810349646568
662480.01420566	11.666218458974
670221.78242097	11.523644112820
678054.02125247	11.382782989512
685977.78794345	11.243441021610
693994.15209215	11.105498847844
702104.19579621	10.969259956776
710309.01379872	10.834343965706
718609.71363593	10.700967593887
727007.41578686	10.569073166230
735503.25382445	10.438576452308
744098.37456865	10.309500969918
752793.93824118	10.181817338826
761591.11862214	10.055597856490
770491.10320852	9.9307822486152
779495.09337440	9.8072160085105
788604.30453319	9.6849637930783
797819.96630166	9.5641187253490
807143.32266595	9.4444676812853
816575.63214944	9.3262505623051
826118.16798269	9.2092334192963
835772.21827529	9.0933447123568
845539.08618970	8.9787090412193
855420.09011721	8.8653135658188
865416.56385589	8.7533806387168
875529.85679062	8.6422828114026
885761.33407523	8.5325676645888
896112.37681683	8.4238677331770
906584.38226217	8.3164527025187
917178.76398629	8.2100579952688
927896.95208333	8.1048512054996
938740.39335957	8.0006958896129
949710.55152872	7.8976907054821
960808.90740952	7.7956661860021
972036.95912560	7.6946971233235
983396.22230774	7.5949643859211
994888.23029842	7.4960160120480
1006514.5343588	7.3982319383308
1018276.7038783	7.3014195916749
1030176.3265861	7.2055613145161
1042215.0087656	7.1107327915047
1054394.3754716	7.0168644074863
1066716.0707490	6.9241062532720
1079181.7578554	6.8319760932033
1091793.1194849	6.7408730997788
1104551.8579961	6.6506245725894
1117459.6956410	6.5615169362583
1130518.3747983	6.4731842633779
1143729.6582079	6.3857430924499
1157095.3292092	6.2991225884500
1170617.1919819	6.2133609258627
1184297.0717894	6.1282934645931
1198136.8152250	6.0444131029503
1212138.2904617	5.9610592377649
1226303.3875038	5.8785823718662
1240634.0184423	5.7968444843159
1255132.1177130	5.7160172709424
1269799.6423576	5.6357421557972
1284638.5722879	5.5565587732869
1299650.9105530	5.4779061524915
1314838.6836096	5.4000428386401
1330203.9415959	5.3229156614381
1345748.7586079	5.2462722014006
1361475.2329796	5.1706370963296
1377385.4875663	5.0956324369323
1393481.6700310	5.0212775924126
1409765.9531344	4.9476896468903
1426240.5350282	4.8748125002777
1442907.6395516	4.8023705901527
1459769.5165320	4.7308754920595
1476828.4420882	4.6597557240480
1494086.7189377	4.5895542227463
1511546.6767078	4.5197075269636
1529210.6722500	4.4506026941792
1547081.0899578	4.3821732113400
1565160.3420890	4.3140652049175
1583450.8690913	4.2466151417427
1601955.1399311	4.1799138722835
1620675.6524277	4.1137562163189
1639614.9335897	4.0481423825322
1658775.5399568	3.9830657756064
1678160.0579440	3.9185654562634
1697771.1041918	3.8546287809828
1717611.3259184	3.7910525910734
1737683.4012778	3.7279499069483
1757990.0397210	3.6655816960032
1778533.9823615	3.6037013365161
1799318.0023459	3.5422493884988
1820344.9052277	3.4811451744143
1841617.5293461	3.4206957411090
1863138.7462096	3.3607514588811
1884911.4608830	3.3013121231966
1906938.6123798	3.2419965463580
1929223.1740592	3.1835725633317
1951768.1540267	3.1252757709343
1974576.5955412	3.0674318267087
1997651.5774248	3.0101553995179
2020996.2144791	2.9530967653031
2044613.6579053	2.8965157233205
2068507.0957298	2.8404345226092
2092679.7532341	2.7846311252558
2117134.8933908	2.7291383642514
2141875.8173036	2.6741891134157
2166905.8646529	2.6196602099772
2192228.4141470	2.5652117640133
2217846.8839776	2.5114282132653
2243764.7322819	2.4578617267277
2269985.4576088	2.4043946147102
2296512.5993913	2.3515777321556
2323349.7384246	2.2990275848052
2350500.4973491	2.2467187717459
2377968.5411395	2.1946625292305
2405757.5775995	2.1430777906874
2433871.3578625	2.0915239474400
2462313.6768977	2.0406427727642
2491088.3740224	1.9897010605779
2520199.3334204	1.9390252725682
2549650.4846662	1.8887631808569
2579445.8032556	1.8387206828048
2609589.3111419	1.7891618725962
2640085.0772795	1.7394428915794
2670937.2181724	1.6902136682041
2702149.8984304	1.6410606528220
2733727.3313312	1.5920790535358
2765673.7793888	1.5435746820382
2797993.5549293	1.4948448363639
2830691.0206727	1.4467844645113
2863770.5903221	1.3985010517675
2897236.7291590	1.3508411319522
2931093.9546467	1.3031101009013
2965346.8370395	1.2557188398322
3000000.0000000	1.2083691076777
3035058.1212231	1.1609358704590
3070525.9330675	1.1138419030049
3106408.2231943	1.0671191793884
3142709.8352134	1.0203631908785
3179435.6693374	0.97355264950331
3216590.6830430	0.92702686701232
3254179.8917402	0.88086429368718
3292208.3694490	0.83438003107526
3330681.2494850	0.78802861205513
3369603.7251517	0.74219841811634
3408981.0504418	0.69607861497602
3448818.5407464	0.65023246878902
3489121.5735725	0.60436997598074
3529895.5892687	0.55848525355067
3571146.0917599	0.51289428759461
3612878.6492900	0.46759920858788
3655098.8951738	0.42174236224161
3697812.5285570	0.37645354008063
3741025.3151859	0.33120262587463
3784743.0881854	0.28609687477366
3828971.7488468	0.24109802378742
3873717.2674238	0.19623219636976
3918985.6839390	0.15210537014036
3964783.1089987	0.10920457211293
4011115.7246183	0.069160735166824
4057989.7850562	0.043526921349389
4105411.6176585	0.056270484422415
4153387.6237128	0.092925849130060
4201924.2793124	0.13519780978792
4251028.1362306	0.17920412732794
4300705.8228049	0.22378947625322
4350964.0448319	0.26923898020245
4401809.5864723	0.31523573447222
4453249.3111669	0.36088933225814
4505290.1625628	0.40677684012334
4557939.1654510	0.45297935829035
4611203.4267144	0.49933121503619
4665090.1362872	0.54598584000901
4719606.5681255	0.59269842815968
4774760.0811891	0.63932661542592
4830558.1204350	0.68616417418244
4887008.2178222	0.73369734635354
4944117.9933286	0.78065323739442
5001895.1559791	0.82839537036436
5060347.5048870	0.87615094670358
5119482.9303062	0.92397139486341
5179309.4146964	0.97261055117667
5239835.0338006	1.0207146210880
5301067.9577353	1.0695083185370
5363016.4520935	1.1184467596917
5425688.8790599	1.1678326777793
5489093.6985403	1.2172877044581
5553239.4693032	1.2670992866486
5618134.8501352	1.3170897794729
5683788.6010098	1.3675744063448
5750209.5842701	1.4184978386759
5817406.7658248	1.4693436490595
5885389.2163583	1.5216590161311
5954166.1125558	1.5725752544958
6023746.7383414	1.6256726692567
6094140.4861315	1.6780396763169
6165356.8581027	1.7311779358413
6237405.4674745	1.7855620054478
6310296.0398067	1.8401936207762
6384038.4143125	1.8959578932409
6458642.5451866	1.9516767390951
6534118.5029486	2.0081195228010
6610476.4758029	2.0657894055857
6687726.7710134	2.1240288137733
6765879.8162952	2.1824325824809
6844946.1612221	2.2423545486733
6924936.4786508	2.3042254761050
7005861.5661612	2.3657920580061
7087732.3475142	2.4308005155468
7170559.8741263	2.4954959771671
7254355.3265613	2.5629348816344
7339130.0160394	2.6320301767625
7424895.3859644	2.7029884060340
7511663.0134678	2.7770553172722
7599444.6109723	2.8544915220371
7688252.0277723	2.9355469961591
7778097.2516336	3.0204358821313
7868992.4104113	3.1092393390964
7960949.7736874	3.2057464352422
8053981.7544265	3.3101512261730
8148100.9106517	3.4241952486453
8243319.9471397	3.5499411066474
8339651.7171357	3.6940630252073
8437109.2240885	3.8560937560432
8535705.6234055	4.0441876516340
8635454.2242290	4.2520694249642
8736368.4912323	4.4202451739126
8838462.0464375	4.3468657904846
8941748.6710542	3.7479741661776
9046242.3073398	2.8960332996718
9151957.0604814	2.5769463905869
9258907.2004998	2.6807170614725
9367107.1641762	2.9089132977987
9476571.5570001	3.1633793047259
9587315.1551418	3.4266946751035
9699352.9074463	3.6973410958740
9812699.9374514	3.8858219377276
9927371.5454293	3.6148604361981
10043383.210452	3.1400357980652
10160750.592479	3.0966363353995
10279489.534475	3.2260509939596
10399616.064546	3.3754193349722
10521146.398101	3.5152422632380
10644096.940045	3.6410695481529
10768484.286990	3.7562606304176
10894325.229497	3.8671220450189
11021636.754344	3.9726109820760
11150436.046815	4.0731829003851
11280740.493021	4.1709215378017
11412567.682252	4.2664150419160
11545935.409342	4.3597055791850
11680861.677081	4.4520072126685
11817364.698636	4.5430282461057
11955462.900017	4.6333826987418
12095174.922559	4.7230806273974
12236519.625443	4.8123976856448
12379516.088236	4.9012418354444
12524183.613471	4.9893187523979
12670541.729251	5.0760990988921
12818610.191887	5.1611725738198
12968408.988560	5.2449456331068
13119958.340024	5.3290559248457
13273278.703333	5.4145909570612
13428390.774603	5.5002041065841
13585315.491806	5.5834040683162
13744074.037595	5.6628996780527
13904687.842165	5.7414625169433
14067178.586145	5.8229477118902
14231568.203525	5.9109122937404
14397878.884617	6.0041098264147
14566133.079048	6.1003342152869
14736353.498794	6.1983788907894
14908563.121243	6.2973397666437
15082785.192299	6.3972789384098
15259043.229517	6.4979908765273
15437361.025280	6.5991709162792
15617762.650010	6.7012425468225
15800272.455416	6.8041905904745
15984915.077783	6.9079834875053
16171715.441296	7.0127432137770
16360698.761405	7.1184569662796
16551890.548229	7.2258374543456
16745316.610000	7.3340550469963
16941003.056544	7.4436061361330
17138976.302810	7.5542851766869
17339263.072432	7.6663439387371
17541890.401336	7.7798291034862
17746885.641394	7.8947954024452
17954276.464110	8.0107167955724
18164090.864361	8.1279255334982
18376357.164172	8.2469638154422
18591104.016539	8.3675634047500
18808360.409300	8.4901035621442
19028155.669046	8.6143174886904
19250519.465079	8.7404240978383
19475481.813417	8.8680405536865
19703073.080849	8.9976588651896
19933323.989028	9.1285308259781
20166265.618623	9.2614956577265
20401929.413515	9.3964677634230
20640347.185037	9.5332448348671
20881551.116271	9.6731936362934
21125573.766391	9.8145675497130
21372448.075061	9.9579009823665
21622207.366878	10.102822984175
21874885.355872	10.248722903176
22130516.150055	10.397340520052
22389134.256028	10.549702657178
22650774.583637	10.704513871013
22915472.450688	10.862651715314
23183263.587708	11.023677361773
23454184.142777	11.187487595589
23728270.686400	11.354022999214
24005560.216446	11.524333204518
24286090.163145	11.697182029384
24569898.394137	11.873209353393
24857023.219585	12.051821374307
25147503.397344	12.233684120622
25441378.138199	12.419046103442
25738687.111150	12.606662532269
26039470.448772	12.797867920910
26343768.752632	12.993626442595
26651623.098767	13.194914142352
26963075.043230	13.401337543182
27278166.627702	13.609867533042
27596940.385161	13.823105282590
27919439.345632	14.041897925093
28245707.041985	14.264860259962
28575787.515822	14.492962990265
28909725.323415	14.726397625640
29247565.541720	14.965007150418
29589353.774468	15.209248772927
29935136.158315	15.458831730924
30284959.369071	15.715107906494
30638870.628004	15.977102323850
30996917.708210	16.246722265510
31359148.941062	16.521965502650
31725613.222739	16.804817804564
32096360.020820	17.092235959205
32471439.380964	17.385981848761
32850901.933666	17.680519698305
33234798.901093	17.983695780905
33623182.103993	18.299607201985
34016103.968697	18.629082159068
34413617.534188	18.970285431256
34815776.459268	19.320782935581
35222635.029797	19.678639986046
35634248.166021	20.043239390936
36050671.429988	20.415089914037
36471961.033044	20.799261514143
36898173.843425	21.204064941076
37329367.393930	21.628347645515
37765599.889690	22.074691022199
38206930.216023	22.534577237874
38653417.946382	23.006153343122
39105123.350400	23.484043117414
39562107.402021	23.972520019923
40024431.787735	24.478695268060
40492158.914903	25.005457890430
40965351.920178	25.559463656816
41444074.678033	26.138510850980
41928391.809381	26.749407188126
42418368.690296	27.390438031674
42914071.460840	28.071508388597
43415567.033991	28.793464255110
43922923.104674	29.559651554552
44436208.158901	30.372025397073
44955491.483011	31.231503094169
45480843.173030	32.140482042391
46012334.144127	33.110443659288
46550036.140189	34.139609649309
47094021.743504	35.244305185837
47644364.384560	36.427187053986
48201138.351958	37.705842329903
48764418.802437	39.078651846050
49334281.771021	40.590798018387
49910804.181283	42.214520459947
50494063.855727	43.959364091360
51084139.526295	45.785829697220
51681110.844992	47.792514009890
52285058.394643	50.091838059795
52896063.699762	52.792045840510
53514209.237567	55.891302860516
54139578.449104	59.449954753857
54772255.750517	63.532870352984
55412326.544439	68.310375350878
56059877.231523	74.015649576807
56714995.222102	80.984885627008
57377768.947991	89.703385938625
58048287.874421	100.84178200176
58726642.512121	115.43555041401
59412924.429527	134.77049672836
60107226.265151	161.02516558661
60809641.740081	193.20889440764
61520265.670634	230.56370266522
62239193.981155	280.87999828496
62966523.716962	308.48820975904
63702353.057452	253.51787381029
64446781.329348	180.18127911394
65199909.020110	130.68433551177
65961837.791498	98.949861492353
66732670.493297	77.255051196748
67512511.177196	61.930038598198
68301465.110839	50.300702996745
69099638.792031	41.254767842970
69907139.963113	34.011884623078
70724077.625510	28.022615660710
71550562.054440	22.956160114282
72386704.813803	18.529904143249
73232618.771238	14.723825536370
74088418.113362	11.350024360564
74954218.361178	8.3693927308922
75830136.385675	5.7236093798573
76716290.423601	3.6802065120391
77612800.093421	2.8734277896366
78519786.411469	3.8456582502612
79437371.808278	5.6030989801924
80365680.145113	7.5088646715792
81304836.730682	9.5406214956834
82254968.338059	11.603203564841
83216203.221793	13.625412912743
84188671.135220	15.693177347374
85172503.347978	17.844936500182
86167832.663729	19.975138939504
87174793.438082	22.261945983475
88193521.596734	24.574346983422
89224154.653812	26.909560315621
90266831.730441	29.500267234892
91321693.573519	32.168247480772
92388882.574720	35.018956028069
93468542.789712	38.202912245851
94560819.957603	41.545892979783
95665861.520614	45.164733212638
96783816.643983	49.240556886054
97914836.236098	53.677127392850
99059072.968867	58.871747766712
100216681.29833	64.815014618537
101387817.48551	71.590129148874
102572639.61750	79.587265878865
103771307.62879	88.734317264607
104983983.32291	98.873155312385
106210830.39418	109.62495268631
107452014.44990	120.14251930412
108707703.03266	131.54111850071
109978065.64292	143.30033265930
111263273.76199	148.39819354650
112563500.87507	146.09301586804
113878922.49473	141.13156909148
115209716.18459	136.74904862843
116556061.58328	137.39163713609
117918140.42871	147.30782783757
119296136.58256	169.91090092662
120690236.05515	204.95389711484
122100627.03051	238.09671788496
123527499.89179	238.23663527825
124971047.24699	180.46527608422
126431463.95491	173.41151106669
127908947.15150	175.05546373778
129403696.27642	139.03271951968
130915913.10001	165.99158140264
132445801.75051	132.47738055470
133993568.74160	109.17642721690
135559423.00029	93.483899937549
137143575.89512	81.621862172592
138746241.26469	72.319032422865
140367635.44652	64.707273210365
142007977.30629	58.351867490840
143667488.26731	52.842826332675
145346392.34047	47.985764590067
147044916.15448	43.591874144277
148763288.98641	39.615698137090
150501742.79269	36.301597596213
152260512.24040	34.271386151498
154039834.73894	33.191405828350
155839950.47210	31.840803376268
157661102.43045	30.204111110638
159503536.44418	28.465388851021
161367501.21624	26.678105946458
163253248.35594	24.727421310641
165161032.41292	22.498330934358
167091110.91148	20.582047297329
169043744.38536	19.741951769813
171019196.41292	19.532317524345
173017733.65269	19.946436654110
175039625.87941	23.054587947078
177085146.02039	28.904206192949
179154570.19239	31.933557813238
181248177.73888	29.930569046703
183366251.26777	26.732000532564
185509076.68949	24.259845478854
187676943.25568	22.796606430699
189870143.59817	21.769728086416
192088973.76847	20.366237106946
194333733.27781	18.844487025308
196604725.13747	17.499246283770
198902255.89978	16.267614682784
201226635.69941	15.065577233039
203578178.29530	13.916512779768
205957201.11299	12.811277742478
208364025.28746	11.762230460061
210798975.70648	10.769792376341
213262381.05449	9.9048540594870
215754573.85694	9.2346890021278
218275890.52518	8.4666894370403
220826671.40189	7.6315596655229
223407260.80699	6.7904742954864
226018007.08416	5.9936906058401
228659262.64781	5.2707120950905
231331384.03072	4.6383941854948
234034731.93207	3.9569594499099
236769671.26624	3.2245512463804
239536571.21198	2.5290633532122
242335805.26229	1.9134890422907
245167751.27482	1.4357595085406
248032791.52288	1.2049589690591
250931312.74706	1.4368181803899
253863706.20738	1.9988654183562
256830367.73617	2.7378412596732
259831697.79147	3.5857321175115
262868101.51106	4.5453718853512
265939988.76722	5.6048330621471
269047774.22198	6.7417477400494
272191877.38315	7.9579200976536
275372722.66090	9.2877635873312
278590739.42509	10.726825648341
281846362.06323	12.373699526719
285140030.03907	14.150339291460
288472187.95196	14.046147278947
291843285.59687	15.611720629671
295253778.02508	18.621761947405
298704125.60561	20.713543289388
302194794.08739	21.903051410388
305726254.66209	22.083717013604
309298984.02778	21.200926693228
312913464.45319	18.960068737137
316570183.84291	15.630505442830
320269635.80317	12.724487005758
324012319.70853	11.020752752663
327798740.76925	9.5722377691646
331629410.09947	8.8853990309888
335504844.78628	9.1962233239858
339425567.95944	10.687284649855
343392108.86202	12.943101879232
347405002.92188	15.231735331456
351464791.82386	15.784804403907
355572023.58301	15.406705242902
359727252.61845	17.523369277608
363931039.82831	22.529705676594
368183952.66536	26.223494903057
372486565.21368	22.754234166149
376839458.26610	21.355340201060
381243219.40262	20.950511720676
385698443.06973	20.160114044359
390205730.66063	18.134310010818
394765690.59645	15.538404179796
399378938.40834	15.179691123504
404046096.82057	18.478852047010
408767795.83460	23.718127839979
413544672.81410	28.797403789436
418377372.57100	32.153150880493
423266547.45254	35.356149710372
428212857.42930	41.908791568000
433216970.18432	50.354210152479
438279561.20320	20.025374594555
443401313.86530	20.246749283677
448582919.53596	28.304873303159
453825077.65987	22.470267234568
459128495.85544	18.346567911604
464493890.01034	20.485475200385
469921984.37814	22.359769910580
475413511.67605	21.181969922667
480969213.18387	22.096487658314
486589838.84401	25.204635590348
492276147.36272	29.301262908999
498028906.31256	34.737175251689
503848892.23594	41.856189139242
509736890.74999	50.923130841724
515693696.65260	63.630492724665
521720114.02968	78.781833023557
527816956.36375	71.788713339796
533985046.64370	83.870929129649
540225217.47589	47.423894720347
546538311.19658	34.948018558347
