!Siglent Technologies,SNA5002A,SNA5XCED6R0121,V1.0.0.2.13
!Date: 2026-01-30 16:16:31
!Channel 1
!Trace1
Frequency,S11(DB),S11(DEG)
9.362634828714e+03,5.168792468440e+01,8.257247614093e+01
9.368075297232e+03,5.105152281658e+01,8.347031855220e+01
9.373518927115e+03,5.106432409620e+01,8.244985956116e+01
9.378965720199e+03,5.103745260753e+01,8.248561643357e+01
9.384415678322e+03,5.109827004883e+01,8.260254082450e+01
9.389868803323e+03,5.114362497799e+01,8.232482468387e+01
9.395325097043e+03,5.115322033543e+01,8.259709227554e+01
9.400784561323e+03,5.114971084610e+01,8.226935444670e+01
9.406247198005e+03,5.113374438610e+01,8.198693359096e+01
9.411713008933e+03,5.112110793644e+01,8.168714142363e+01
9.417181995951e+03,5.116049194381e+01,8.205126694500e+01
9.422654160904e+03,5.119177787443e+01,8.162487277356e+01
9.428129505640e+03,5.125263688982e+01,8.210891073625e+01
9.433608032006e+03,5.121411581341e+01,8.180927746154e+01
9.439089741851e+03,5.125713427366e+01,8.165540727201e+01
9.444574637025e+03,5.140179570710e+01,7.955144175491e+01
9.450062719378e+03,5.142739966914e+01,7.972904498142e+01
9.455553990763e+03,5.126427409144e+01,8.086695072174e+01
9.461048453033e+03,5.124317289866e+01,8.152944914729e+01
9.466546108042e+03,5.130062593578e+01,8.121328665139e+01
9.472046957645e+03,5.137365142454e+01,8.010419145619e+01
9.477551003698e+03,5.138829983984e+01,7.991964190212e+01
9.483058248060e+03,5.121119699779e+01,8.302324569598e+01
9.488568692588e+03,5.119779140499e+01,8.281459846416e+01
9.494082339142e+03,5.130725243074e+01,8.123236839535e+01
9.499599189582e+03,5.135504476965e+01,8.090212276632e+01
9.505119245771e+03,5.126530175688e+01,8.057516952987e+01
9.510642509571e+03,5.128830428540e+01,8.035269837261e+01
9.516168982846e+03,5.130145212885e+01,8.057460754691e+01
9.521698667461e+03,5.128170269806e+01,8.088633500103e+01
9.527231565282e+03,5.136936908197e+01,8.046548910423e+01
9.532767678176e+03,5.133339544429e+01,8.004521284224e+01
9.538307008012e+03,5.129770591272e+01,8.045077236693e+01
9.543849556659e+03,5.129631123451e+01,8.044330110713e+01
9.549395325986e+03,5.128534574331e+01,8.037349620202e+01
9.554944317867e+03,5.133076489854e+01,8.028827747679e+01
9.560496534172e+03,5.130513066190e+01,8.118555407828e+01
9.566051976777e+03,5.127799411388e+01,8.111218359710e+01
9.571610647554e+03,5.128657362233e+01,8.056006693040e+01
9.577172548382e+03,5.125186250605e+01,8.100106381656e+01
9.582737681136e+03,5.131307958579e+01,8.114497487644e+01
9.588306047694e+03,5.130926431707e+01,8.031944652097e+01
9.593877649935e+03,5.132617987502e+01,8.061772072859e+01
9.599452489741e+03,5.128473998761e+01,8.051582909493e+01
9.605030568991e+03,5.124858986821e+01,8.040407965460e+01
9.610611889569e+03,5.128895885448e+01,8.076281698963e+01
9.616196453357e+03,5.123716279666e+01,8.066318788802e+01
9.621784262241e+03,5.127908203263e+01,8.001487180593e+01
9.627375318106e+03,5.123580078305e+01,8.036398781630e+01
9.632969622839e+03,5.130999487032e+01,8.043523342999e+01
9.638567178328e+03,5.124285856001e+01,8.044727248118e+01
9.644167986461e+03,5.132303389225e+01,8.101410733930e+01
9.649772049129e+03,5.130182532885e+01,8.073296157193e+01
9.655379368223e+03,5.141678102055e+01,8.112667379278e+01
9.660989945635e+03,5.146417238946e+01,8.095257435124e+01
9.666603783259e+03,5.112612074785e+01,8.107054720680e+01
9.672220882988e+03,5.141415332776e+01,8.101878347755e+01
9.677841246719e+03,5.151493090853e+01,8.033008874203e+01
9.683464876349e+03,5.128549755621e+01,8.036701218507e+01
9.689091773774e+03,5.132535937942e+01,8.140676689215e+01
9.694721940894e+03,5.128260258444e+01,8.099824131479e+01
9.700355379609e+03,5.129229245513e+01,8.079019376512e+01
9.705992091819e+03,5.132847422813e+01,8.116445190854e+01
9.711632079428e+03,5.135762455561e+01,8.132830610346e+01
9.717275344337e+03,5.133053762428e+01,8.141227033917e+01
9.722921888453e+03,5.133839326681e+01,8.132198289942e+01
9.728571713680e+03,5.141810553552e+01,8.191629074332e+01
9.734224821924e+03,5.133986702138e+01,8.153390079862e+01
9.739881215094e+03,5.104533213905e+01,8.308400130004e+01
9.745540895098e+03,5.129259476461e+01,8.370708215501e+01
9.751203863846e+03,5.140793058194e+01,8.095601118202e+01
9.756870123250e+03,5.148139688747e+01,8.169750685603e+01
9.762539675220e+03,5.146757079170e+01,8.186825842464e+01
9.768212521672e+03,5.151131419692e+01,8.209693788275e+01
9.773888664518e+03,5.148243946299e+01,8.173030521776e+01
9.779568105675e+03,5.151499791303e+01,8.177796227997e+01
9.785250847059e+03,5.194756230234e+01,7.576454707062e+01
9.790936890588e+03,5.190545341537e+01,7.587754423752e+01
9.796626238180e+03,5.154955404019e+01,8.235209765245e+01
9.802318891756e+03,5.157456758977e+01,8.178436127728e+01
9.808014853237e+03,5.164864980432e+01,8.235549745313e+01
9.813714124544e+03,5.165013448932e+01,8.196211497386e+01
9.819416707601e+03,5.168587127625e+01,8.163373952490e+01
9.825122604333e+03,5.151194191567e+01,8.230446437066e+01
9.830831816664e+03,5.148407315443e+01,8.198391553441e+01
9.836544346522e+03,5.169810719029e+01,8.232715712938e+01
9.842260195835e+03,5.179653086262e+01,8.180505492165e+01
9.847979366531e+03,5.176796753421e+01,8.252080578216e+01
9.853701860540e+03,5.177207517710e+01,8.192562223482e+01
9.859427679793e+03,5.183844164931e+01,8.153813183011e+01
9.865156826223e+03,5.177047357620e+01,8.154398988665e+01
9.870889301763e+03,5.122191816219e+01,7.284062416994e+01
9.876625108347e+03,5.116987582124e+01,7.329207107214e+01
9.882364247911e+03,5.190585630918e+01,8.138725487426e+01
9.888106722392e+03,5.189468642528e+01,8.166023833462e+01
9.893852533728e+03,5.196524644570e+01,8.174555464237e+01
9.899601683858e+03,5.190396307868e+01,8.151514429089e+01
9.905354174721e+03,5.193626891670e+01,8.148510355650e+01
9.911110008259e+03,5.192665210301e+01,8.122016286533e+01
9.916869186415e+03,5.196200557245e+01,8.129854282068e+01
9.922631711131e+03,5.196887242535e+01,8.153927178812e+01
9.928397584353e+03,5.190188621202e+01,8.266380235114e+01
9.934166808026e+03,5.073098874053e+01,7.600302190137e+01
9.939939384098e+03,5.068014901101e+01,7.655496172223e+01
9.945715314515e+03,5.201666125374e+01,8.187418758585e+01
9.951494601228e+03,5.205088542295e+01,8.124051175291e+01
9.957277246187e+03,5.307990869055e+01,8.067911253787e+01
9.963063251342e+03,5.311716162629e+01,7.949827392385e+01
9.968852618648e+03,5.150535350522e+01,7.788928446928e+01
9.974645350056e+03,5.156391879276e+01,7.791167882820e+01
9.980441447523e+03,5.285986814017e+01,7.810289702209e+01
9.986240913003e+03,5.294932410822e+01,7.795246919134e+01
9.992043748455e+03,5.219177561223e+01,8.086141705679e+01
9.997849955836e+03,5.211467095348e+01,8.031944742899e+01
1.000365953711e+04,5.218179769418e+01,8.041740770541e+01
1.000947249423e+04,5.218243484320e+01,8.001417787519e+01
1.001528882916e+04,5.218086026124e+01,7.989619508537e+01
1.002110854386e+04,5.217199321910e+01,7.994063338713e+01
1.002693164030e+04,5.216189860627e+01,7.992169120843e+01
1.003275812045e+04,5.229335387126e+01,8.065170640723e+01
1.003858798626e+04,5.228408491833e+01,8.019961084531e+01
1.004442123971e+04,5.219537190877e+01,7.975499223859e+01
1.005025788276e+04,5.221397229994e+01,7.920631991071e+01
1.005609791739e+04,5.155941814016e+01,8.242318438653e+01
1.006194134556e+04,5.170281229797e+01,8.282097244803e+01
1.006778816926e+04,5.211427545545e+01,7.847224088775e+01
1.007363839044e+04,5.192620576613e+01,8.045899705726e+01
1.007949201108e+04,5.193458562908e+01,7.961900209139e+01
1.008534903317e+04,5.218109143605e+01,7.888911749782e+01
1.009120945867e+04,5.222372279864e+01,7.888437901290e+01
1.009707328957e+04,5.215878448434e+01,7.889385759517e+01
1.010294052783e+04,5.223669823067e+01,7.897973587639e+01
1.010881117546e+04,5.222542742115e+01,7.923707276771e+01
1.011468523441e+04,5.221329892840e+01,7.885545811940e+01
1.012056270668e+04,5.221160270490e+01,7.882869773426e+01
1.012644359425e+04,5.211486615138e+01,7.925368307613e+01
1.013232789911e+04,5.224773100358e+01,7.861968471248e+01
1.013821562323e+04,5.211635845159e+01,7.883401588102e+01
1.014410676861e+04,5.216256166794e+01,7.849757385427e+01
1.015000133724e+04,5.223779338530e+01,7.939993461335e+01
1.015589933110e+04,5.216466582271e+01,7.932728296647e+01
1.016180075219e+04,5.215447087099e+01,7.880739109208e+01
1.016770560249e+04,5.221152740550e+01,7.912826009667e+01
1.017361388400e+04,5.213555316538e+01,7.924562497664e+01
1.017952559871e+04,5.222163559420e+01,7.925092105653e+01
1.018544074862e+04,5.221179126267e+01,7.920728717590e+01
1.019135933572e+04,5.214468413278e+01,7.960429037975e+01
1.019728136201e+04,5.220553383683e+01,7.970731674631e+01
1.020320682950e+04,5.229195139914e+01,7.885552935926e+01
1.020913574017e+04,5.220912245875e+01,7.941369444009e+01
1.021506809603e+04,5.215448381413e+01,7.971551800613e+01
1.022100389908e+04,5.224121939904e+01,7.940451923457e+01
1.022694315133e+04,5.219505865983e+01,7.923941628980e+01
1.023288585477e+04,5.224279478138e+01,7.989796399380e+01
1.023883201142e+04,5.229170700242e+01,7.950251812830e+01
1.024478162328e+04,5.225877553017e+01,7.978887324631e+01
1.025073469236e+04,5.235839095799e+01,7.954719996385e+01
1.025669122067e+04,5.229775393056e+01,7.982336230156e+01
1.026265121021e+04,5.233466639020e+01,8.013715156817e+01
1.026861466301e+04,5.214974869076e+01,7.997587462199e+01
1.027458158106e+04,5.211721899498e+01,7.964757346905e+01
1.028055196639e+04,5.238030496551e+01,8.022727388044e+01
1.028652582101e+04,5.220647944233e+01,8.002428062311e+01
1.029250314694e+04,5.216600107343e+01,7.960018926216e+01
1.029848394619e+04,5.234657118469e+01,8.023895105016e+01
1.030446822078e+04,5.254508052932e+01,8.014382875592e+01
1.031045597273e+04,5.247875875622e+01,8.018812975691e+01
1.031644720406e+04,5.255413150191e+01,8.047485953637e+01
1.032244191679e+04,5.266994286025e+01,8.063460956976e+01
1.032844011295e+04,5.253018489733e+01,7.987928277631e+01
1.033444179456e+04,5.257359479456e+01,8.043610176450e+01
1.034044696365e+04,5.262559055535e+01,8.020601239924e+01
1.034645562224e+04,5.264802245345e+01,8.055569468081e+01
1.035246777236e+04,5.266715902297e+01,7.990726764235e+01
1.035848341603e+04,5.261208651789e+01,8.016523426993e+01
1.036450255530e+04,5.260596443419e+01,7.997162589737e+01
1.037052519218e+04,5.267280491499e+01,7.943793020132e+01
1.037655132872e+04,5.269888538461e+01,7.944219973245e+01
1.038258096695e+04,5.273923113843e+01,8.056893848588e+01
1.038861410889e+04,5.274020076230e+01,7.840019096048e+01
1.039465075659e+04,5.273779456759e+01,7.881171433732e+01
1.040069091209e+04,5.288629496227e+01,8.123862324597e+01
1.040673457741e+04,5.295902010621e+01,8.107474268265e+01
1.041278175461e+04,5.286090558560e+01,7.931557289775e+01
1.041883244572e+04,5.278550868173e+01,7.974805458071e+01
1.042488665278e+04,5.280680399124e+01,7.974804275089e+01
1.043094437785e+04,5.291787674705e+01,7.938744694662e+01
1.043700562295e+04,5.294559029378e+01,7.934874141755e+01
1.044307039014e+04,5.301635347119e+01,7.952303983760e+01
1.044913868146e+04,5.298484842026e+01,7.948807542948e+01
1.045521049897e+04,5.296848021715e+01,7.973475159088e+01
1.046128584470e+04,5.296637510557e+01,7.924504000814e+01
1.046736472072e+04,5.296550193842e+01,7.844180895535e+01
1.047344712906e+04,5.271726038205e+01,7.513540984130e+01
1.047953307180e+04,5.270510160575e+01,7.560872768831e+01
1.048562255097e+04,5.309640926672e+01,7.916958283523e+01
1.049171556863e+04,5.256180360591e+01,7.497637346026e+01
1.049781212684e+04,5.288756396707e+01,7.606638380238e+01
1.050391222766e+04,5.351438910999e+01,8.035703658620e+01
1.051001587315e+04,5.297165628282e+01,7.912930723014e+01
1.051612306536e+04,5.313361693311e+01,7.797401080645e+01
1.052223380635e+04,5.305810259959e+01,7.924723062776e+01
1.052834809820e+04,5.352337015571e+01,7.951385205956e+01
1.053446594295e+04,5.362651112569e+01,7.812356539021e+01
1.054058734268e+04,5.307708811131e+01,7.785916228975e+01
1.054671229945e+04,5.306016983605e+01,7.824330099527e+01
1.055284081534e+04,5.304397574293e+01,7.795227500904e+01
1.055897289239e+04,5.310942482039e+01,7.779091353104e+01
1.056510853270e+04,5.305139061543e+01,7.771801623146e+01
1.057124773832e+04,5.224116240334e+01,7.732304644373e+01
1.057739051133e+04,5.221276298262e+01,7.704028392789e+01
1.058353685380e+04,5.302476775945e+01,7.815227706038e+01
1.058968676781e+04,5.216107401082e+01,7.783345006958e+01
1.059584025542e+04,5.227489256448e+01,7.815585739768e+01
1.060199731873e+04,5.308153020148e+01,7.810106604986e+01
1.060815795980e+04,5.316585142374e+01,7.852785033512e+01
1.061432218071e+04,5.301177104265e+01,7.784980526074e+01
1.062048998355e+04,5.306639704715e+01,7.844491514959e+01
1.062666137039e+04,5.309826659458e+01,7.782962771160e+01
1.063283634333e+04,5.297880564697e+01,7.710213294064e+01
1.063901490443e+04,5.309375592074e+01,7.804159820053e+01
1.064519705579e+04,5.304536813305e+01,7.781288622156e+01
1.065138279950e+04,5.300087658651e+01,7.754249593453e+01
1.065757213763e+04,5.302791334971e+01,7.851462032232e+01
1.066376507229e+04,5.307914293412e+01,7.767512426072e+01
1.066996160555e+04,5.310091174000e+01,7.827135522855e+01
1.067616173952e+04,5.301161380695e+01,7.769726315923e+01
1.068236547628e+04,5.306603087034e+01,7.791391657980e+01
1.068857281792e+04,5.310594904753e+01,7.782070121339e+01
1.069478376655e+04,5.309084037698e+01,7.774556348078e+01
1.070099832425e+04,5.303248765550e+01,7.765883644395e+01
1.070721649313e+04,5.311494789837e+01,7.821259492612e+01
1.071343827528e+04,5.312850487217e+01,7.786691734394e+01
1.071966367280e+04,5.308854107335e+01,7.788496338846e+01
1.072589268780e+04,5.313308163176e+01,7.816203180234e+01
1.073212532237e+04,5.315220210566e+01,7.812499675911e+01
1.073836157862e+04,5.306067390412e+01,7.850395106313e+01
1.074460145865e+04,5.313190864779e+01,7.851605441904e+01
1.075084496457e+04,5.315652083409e+01,7.834518333724e+01
1.075709209848e+04,5.313701603035e+01,7.824859145472e+01
1.076334286250e+04,5.320933746666e+01,7.787575160953e+01
1.076959725873e+04,5.317674633796e+01,7.844667594082e+01
1.077585528929e+04,5.320876080520e+01,7.842501151749e+01
1.078211695628e+04,5.323868345486e+01,7.867007236195e+01
1.078838226182e+04,5.326956975748e+01,7.823619473373e+01
1.079465120803e+04,5.325283384663e+01,7.854412908793e+01
1.080092379701e+04,5.287387895344e+01,7.682642893509e+01
1.080720003088e+04,5.289581359597e+01,7.667568834853e+01
1.081347991177e+04,5.333880277593e+01,7.864776742975e+01
1.081976344180e+04,5.324900411434e+01,7.901381961864e+01
1.082605062307e+04,5.336254625561e+01,7.971396283499e+01
1.083234145772e+04,5.337822829900e+01,7.922696670961e+01
1.083863594787e+04,5.345074752918e+01,7.842114087735e+01
1.084493409564e+04,5.340653706953e+01,7.993954930894e+01
1.085123590316e+04,5.342897368728e+01,7.912544103731e+01
1.085754137254e+04,5.345988051164e+01,7.905034508506e+01
1.086385050594e+04,5.345793327422e+01,7.859287567954e+01
1.087016330546e+04,5.405617192273e+01,7.753236104051e+01
1.087647977324e+04,5.405251138394e+01,7.708988070822e+01
1.088279991142e+04,5.357178815291e+01,7.866934650533e+01
1.088912372212e+04,5.346692316288e+01,7.861594775816e+01
1.089545120747e+04,5.355583341748e+01,7.913212172067e+01
1.090178236963e+04,5.353935155655e+01,7.866975704648e+01
1.090811721071e+04,5.354031487425e+01,7.830858645383e+01
1.091445573287e+04,5.367803257844e+01,7.871607507532e+01
1.092079793823e+04,5.369071549483e+01,7.863704536131e+01
1.092714382894e+04,5.370623436152e+01,7.807705761071e+01
1.093349340714e+04,5.301544393107e+01,8.203846546914e+01
1.093984667497e+04,5.302783401497e+01,8.192126288023e+01
1.094620363458e+04,5.376974246272e+01,7.802474304515e+01
1.095256428811e+04,5.371431442457e+01,7.794438462934e+01
1.095892863771e+04,5.379345769673e+01,7.787784914759e+01
1.096529668552e+04,5.384064603101e+01,7.816856122348e+01
1.097166843370e+04,5.369983374093e+01,7.770694586907e+01
1.097804388439e+04,5.381339819261e+01,7.790283539216e+01
1.098442303975e+04,5.380143351157e+01,7.791154186790e+01
1.099080590193e+04,5.384195937353e+01,7.731007961285e+01
1.099719247308e+04,5.375686437336e+01,7.675926917831e+01
1.100358275536e+04,5.361886562864e+01,8.161607324214e+01
1.100997675093e+04,5.366730306632e+01,8.167140123732e+01
1.101637446194e+04,5.384844337410e+01,7.703161525889e+01
1.102277589055e+04,5.383660129043e+01,7.672072412505e+01
1.102918103892e+04,5.394423666376e+01,7.645839125453e+01
1.103558990921e+04,5.394525561379e+01,7.673735382165e+01
1.104200250359e+04,5.408958226662e+01,8.020827208339e+01
1.104841882422e+04,5.414565385728e+01,7.924134777495e+01
1.105483887327e+04,5.390760869080e+01,7.646571652793e+01
1.106126265289e+04,5.394046981104e+01,7.563085958411e+01
1.106769016527e+04,5.396809615957e+01,7.640838058686e+01
1.107412141256e+04,5.396343842403e+01,7.566682375052e+01
1.108055639695e+04,5.398588374011e+01,7.641070071708e+01
1.108699512059e+04,5.385878500071e+01,7.613653771932e+01
1.109343758567e+04,5.387469967668e+01,7.585542588548e+01
1.109988379436e+04,5.397352038447e+01,7.609675534823e+01
1.110633374882e+04,5.388942076347e+01,7.590863926234e+01
1.111278745125e+04,5.398842252843e+01,7.662733121391e+01
1.111924490381e+04,5.396473605297e+01,7.585448900750e+01
1.112570610870e+04,5.386500293333e+01,7.594349939542e+01
1.113217106807e+04,5.381071652128e+01,7.623000168435e+01
1.113863978413e+04,5.384810482590e+01,7.616272591527e+01
1.114511225905e+04,5.392865412508e+01,7.585054602246e+01
1.115158849501e+04,5.391695625521e+01,7.547679452189e+01
1.115806849420e+04,5.382572235437e+01,7.582119241384e+01
1.116455225881e+04,5.387537762309e+01,7.598108534964e+01
1.117103979103e+04,5.388304277636e+01,7.565919974504e+01
1.117753109304e+04,5.390789116111e+01,7.559022852525e+01
1.118402616704e+04,5.388950960551e+01,7.593388513793e+01
1.119052501521e+04,5.388146318656e+01,7.553574369391e+01
1.119702763976e+04,5.399221722115e+01,7.554992125801e+01
1.120353404287e+04,5.401696328027e+01,7.575673798367e+01
1.121004422674e+04,5.389650478051e+01,7.566800184948e+01
1.121655819357e+04,5.394873597596e+01,7.611667452194e+01
1.122307594556e+04,5.386901531931e+01,7.576538493368e+01
1.122959748490e+04,5.395940059476e+01,7.615561454930e+01
1.123612281379e+04,5.387759024528e+01,7.567108015236e+01
1.124265193445e+04,5.398506609862e+01,7.639770665353e+01
1.124918484906e+04,5.399186228978e+01,7.536146047547e+01
1.125572155985e+04,5.393581750246e+01,7.613786325106e+01
1.126226206900e+04,5.390417000565e+01,7.628629371536e+01
1.126880637873e+04,5.401679893096e+01,7.606529557038e+01
1.127535449125e+04,5.404859224291e+01,7.651448371734e+01
1.128190640877e+04,5.404078787698e+01,7.658848165639e+01
1.128846213350e+04,5.405128312245e+01,7.715831242909e+01
1.129502166764e+04,5.405620867249e+01,7.615525522128e+01
1.130158501342e+04,5.407338056040e+01,7.604802980101e+01
1.130815217305e+04,5.409733823789e+01,7.640004981543e+01
1.131472314875e+04,5.412476207847e+01,7.659246760624e+01
1.132129794273e+04,5.416950393758e+01,7.668370034822e+01
1.132787655721e+04,5.418749053431e+01,7.643379386808e+01
1.133445899441e+04,5.419234667034e+01,7.670442175412e+01
1.134104525655e+04,5.419415745793e+01,7.629283885973e+01
1.134763534586e+04,5.428674128374e+01,7.768794593511e+01
1.135422926456e+04,5.420805750175e+01,7.581344781401e+01
1.136082701487e+04,5.430201664512e+01,7.660864582238e+01
1.136742859902e+04,5.433372184061e+01,7.639922531002e+01
1.137403401924e+04,5.402114531734e+01,7.402322361505e+01
1.138064327776e+04,5.443654805590e+01,7.670889794296e+01
1.138725637681e+04,5.395637349855e+01,7.444320381098e+01
1.139387331862e+04,5.388138758619e+01,7.483316823304e+01
1.140049410542e+04,5.434666625605e+01,7.643629928779e+01
1.140711873945e+04,5.444101987826e+01,7.637323444996e+01
1.141374722294e+04,5.447442507505e+01,7.647358929817e+01
1.142037955813e+04,5.445394103867e+01,7.661425418099e+01
1.142701574726e+04,5.447757729126e+01,7.704562541348e+01
1.143365579256e+04,5.451661565603e+01,7.684485033238e+01
1.144029969628e+04,5.458202024926e+01,7.606908458422e+01
1.144694746067e+04,5.459137434016e+01,7.604619038301e+01
1.145359908795e+04,5.459978604504e+01,7.603404168754e+01
1.146025458039e+04,5.356940974794e+01,7.692643097250e+01
1.146691394021e+04,5.362240972222e+01,7.725420987016e+01
1.147357716968e+04,5.523695045289e+01,7.313765228578e+01
1.148024427104e+04,5.523791047623e+01,7.213999597502e+01
1.148691524654e+04,5.459698474726e+01,7.598019426262e+01
1.149359009843e+04,5.378473993232e+01,7.896627499359e+01
1.150026882896e+04,5.375396296531e+01,7.985312286341e+01
1.150695144039e+04,5.470283510044e+01,7.558979242621e+01
1.151363793497e+04,5.369363162685e+01,7.944714022575e+01
1.152032831496e+04,5.373514832322e+01,8.035705046759e+01
1.152702258262e+04,5.485803402930e+01,7.511380216396e+01
1.153372074020e+04,5.468226988006e+01,7.513707122026e+01
1.154042278997e+04,5.460923468225e+01,7.477979606267e+01
1.154712873419e+04,5.475839479803e+01,7.534529798754e+01
1.155383857512e+04,5.472209328857e+01,7.484038282408e+01
1.156055231502e+04,5.475931213631e+01,6.911716510026e+01
1.156726995616e+04,5.466616413160e+01,6.817008500963e+01
1.157399150081e+04,5.467164731827e+01,7.464819490292e+01
1.158071695124e+04,5.467207775912e+01,7.486788079138e+01
1.158744630971e+04,5.470040406899e+01,7.429706767626e+01
1.159417957850e+04,5.441185995089e+01,6.916729781583e+01
1.160091675987e+04,5.450299295474e+01,6.856703078178e+01
1.160765785611e+04,5.456985628875e+01,7.466533424129e+01
1.161440286948e+04,5.467287732971e+01,7.427309900106e+01
1.162115180227e+04,5.469034133520e+01,7.451258970907e+01
1.162790465675e+04,5.474519654928e+01,7.470972513714e+01
1.163466143520e+04,5.504796321103e+01,8.265295978797e+01
1.164142213989e+04,5.480267617118e+01,7.441512884464e+01
1.164818677312e+04,5.472826962800e+01,7.420487108891e+01
1.165495533716e+04,5.467450446473e+01,7.437307214763e+01
1.166172783430e+04,5.531973320666e+01,7.966555554343e+01
1.166850426683e+04,5.475050602152e+01,7.460016147206e+01
1.167528463702e+04,5.479839464626e+01,7.457406776576e+01
1.168206894717e+04,5.471681232318e+01,7.477410789082e+01
1.168885719957e+04,5.458973000865e+01,7.380637924021e+01
1.169564939651e+04,5.474689941091e+01,7.417988076709e+01
1.170244554028e+04,5.468875789205e+01,7.425611788192e+01
1.170924563317e+04,5.475819490670e+01,7.437901177317e+01
1.171604967748e+04,5.471947546086e+01,7.444944922006e+01
1.172285767551e+04,5.475243048778e+01,7.473011117594e+01
1.172966962954e+04,5.470431963149e+01,7.474555083365e+01
1.173648554189e+04,5.473514487013e+01,7.417220569788e+01
1.174330541485e+04,5.479663798050e+01,7.468676339444e+01
1.175012925073e+04,5.473286828191e+01,7.435532202599e+01
